45.580410	-73.622218
45.506855	-73.558029
45.515387	-73.571347
45.539966	-73.614816
45.555841	-73.616364
45.510131	-73.563033
45.521590	-73.552993
45.512805	-73.563467
45.511845	-73.564395
45.537347	-73.550230
45.521528	-73.562318
45.443011	-73.682013
45.511600	-73.563716
45.531916	-73.631461
45.513105	-73.564676
45.527265	-73.558309
45.465684	-73.624904
45.518726	-73.569259
45.445690	-73.651474
45.512799	-73.562908
45.526440	-73.589761
45.489436	-73.572194
45.513933	-73.564416
45.623277	-73.625152
45.623436	-73.624837
45.622605	-73.624465
45.623151	-73.624774
45.576336	-73.609746
45.482490	-73.576218
45.474627	-73.608797
45.529799	-73.555519
45.547534	-73.582381
45.531291	-73.554416
45.443330	-73.648853
45.443261	-73.648972
45.443252	-73.644883
45.478752	-73.562949
45.513182	-73.565709
45.637428	-73.601674
45.452909	-73.567891
45.543349	-73.628419
45.572157	-73.532535
45.559247	-73.532436
45.559581	-73.535247
45.542254	-73.610239
45.546691	-73.575087
45.547368	-73.570805
45.532204	-73.607209
45.545833	-73.594148
45.528743	-73.615862
45.552472	-73.556131
45.532897	-73.619348
45.537688	-73.596519
45.549318	-73.577235
45.545917	-73.575735
45.547559	-73.580973
45.537862	-73.597960
45.551396	-73.579830
45.549988	-73.577004
45.548974	-73.580480
45.549358	-73.583043
45.549358	-73.583043
45.553622	-73.594561
45.559750	-73.534759
45.535311	-73.551266
45.553616	-73.574693
45.497350	-73.622495
45.528117	-73.708178
45.557629	-73.614719
45.543303	-73.628454
45.545961	-73.605634
45.546118	-73.608213
45.544523	-73.595120
45.536599	-73.607274
45.521529	-73.587676
45.519661	-73.583606
45.486637	-73.573442
45.434804	-73.670306
45.435045	-73.670849
45.435057	-73.673237
45.434825	-73.675980
45.528972	-73.588541
45.595266	-73.523925
45.510387	-73.677283
45.520031	-73.556923
45.538189	-73.610286
45.558021	-73.659044
45.434765	-73.670308
45.434742	-73.672654
45.434786	-73.677928
45.511176	-73.672515
45.526694	-73.600632
45.553400	-73.618783
45.511940	-73.567831
45.520455	-73.569268
45.540415	-73.590788
45.516451	-73.575145
45.457098	-73.588239
45.508597	-73.561378
45.526961	-73.623516
45.511810	-73.566284
45.537604	-73.549785
45.509159	-73.571184
45.536964	-73.598738
45.533465	-73.605139
45.530861	-73.603995
45.5496285	-73.580264
45.5498767	-73.5803157
45.5688595	-73.5690687
45.5417297	-73.5899617
45.5376815	-73.6138458
45.5381919	-73.6035681
45.4907662	-73.5736971
45.4869151	-73.5784368
45.4832678	-73.5791587
45.5178509	-73.5743038
45.469836	-73.5628562
45.542918	-73.5391202
45.5415322	-73.545419
45.4432034	-73.6509111
45.51987	-73.5608717
45.5214565	-73.5637313
45.5113195	-73.5657232
45.498286	-73.5805827
45.4683403	-73.6151681
45.4928239	-73.5826153
45.48959	-73.5836297
45.4924377	-73.5830799
45.529215	-73.610607
45.547977	 -73.543404
45.5343903	-73.6285544
45.547797	-73.538655
45.545889	 -73.547760
45.545404	-73.545047
45.544242	 -73.578252
45.535951	-73.593833
45.5445427	-73.6046034
45.5565426	-73.5705425
45.5265945	-73.6031095
45.5225221	-73.5933407
45.5317435	-73.6119791
45.534577	 -73.600136
45.488661	-73.573079
45.509939	-73.564328
45.458140	-73.597433
45.542894	-73.549695
45.541720	-73.591173
45.543891	-73.544826
45.434949	 -73.671825
45.532001	 -73.721448
45.571060	-73.632401
45.452915	 -73.573110
45.464896	-73.568865
45.522211	-73.562808
45.520101	-73.561137
45.520246	-73.560966
45.494278	 -73.577875
45.493766	-73.578601
45.550560	-73.571534
45.544926	-73.609786
45.564393	-73.575810
45.551312	-73.572946
45.557442	-73.570299
45.545439	-73.594645
45.558936	-73.574926
45.560232	-73.574243
45.548288	-73.581742
45.545639	-73.588494
45.453602	-73.565344
45.541132	-73.630344
45.477806	-73.584430
45.506790	-73.574046
45.535906	-73.604726
45.539450	-73.610337
